LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,label
283,4000,1333,2667,222,800,800,800,800,800,800,861,558,558,563,548,914,14,9,9,16,28,19,0
444,4000,1333,2667,148,800,800,400,800,400,400,614,277,271,335,325,744,5,4,1,4,83,64,1
687,4000,1333,1333,1630,0,0,0,0,0,0,590,273,268,334,346,714,9,0,0,39,0,0,0
40,4000,1333,2667,74,800,800,0,400,800,800,616,265,268,342,334,714,0,3,8,10,0,23,0
81,4000,2000,1333,1630,1200,1600,800,800,800,800,701,376,386,430,397,766,0,5,7,4,5,3,0
1293,0,1333,2667,1185,800,400,400,400,400,400,644,265,271,339,318,721,1,5,5,0,28,23,0
566,0,1333,2667,444,800,800,800,800,800,800,1062,789,658,539,707,1053,27,23,10,312,34,27,0
283,4000,1333,1333,222,400,800,800,400,400,0,591,274,268,336,323,714,7,0,2,0,0,0,0
1051,4000,1333,1333,815,800,800,800,800,800,800,998,717,802,844,739,1075,30,23,28,23,35,31,0
525,4000,2000,1333,2444,1200,0,0,0,0,0,586,264,268,334,322,714,0,0,0,0,0,0,1
566,0,667,1333,1481,0,0,400,1600,400,400,586,265,298,361,330,714,0,22,0,12,0,0,0
1293,4000,667,1333,1111,1200,0,0,400,400,400,586,265,268,343,323,715,0,0,9,0,2,379,0
404,4000,1333,1333,1481,1600,1600,1600,1600,1600,1600,668,363,378,453,434,816,15,0,19,0,22,0,1
162,4000,667,1333,2519,800,800,800,800,800,800,675,365,388,414,401,783,8,6,3,5,7,6,0
1293,4000,2000,1333,1778,800,800,800,800,800,800,704,396,423,477,463,838,9,5,6,7,10,15,0
81,0,1333,2667,444,2000,1600,1600,2400,2400,2400,592,271,276,341,329,720,0,0,0,0,0,0,1
121,4000,2000,2667,1481,800,800,800,800,0,0,844,408,424,334,323,714,9,3,0,0,0,0,1
444,0,667,2667,593,800,800,800,800,800,800,693,384,400,460,446,823,9,7,5,7,11,9,0
646,4000,1333,1333,1926,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
242,4000,1333,1333,1704,800,800,800,800,800,800,867,550,603,623,443,816,13,10,120,7,10,8,0
364,4000,1333,1333,1185,400,800,800,800,800,800,894,586,601,632,606,955,14,11,12,16,24,23,0
364,4000,1333,1333,1111,800,800,800,800,800,800,940,632,696,735,701,1031,21,15,20,23,33,27,0
606,4000,1333,2667,148,400,1600,800,800,800,400,997,601,567,535,470,729,0,8,4,129,40,187,1
1374,4000,667,2667,1037,0,0,0,0,0,400,616,306,309,375,328,732,50,31,21,9,49,519,0
121,4000,667,2667,222,800,800,800,800,800,800,686,388,442,488,462,831,23,26,31,26,47,38,1
364,4000,667,1333,667,1200,400,400,400,0,400,586,268,275,334,323,724,4,5,0,0,28,0,1
808,4000,667,2667,519,400,400,400,800,800,800,627,279,301,376,369,742,17,25,22,32,2,211,0
162,4000,667,1333,667,800,800,800,800,800,800,752,427,418,461,401,784,7,6,6,5,9,41,0
1657,0,1333,1333,1481,800,800,800,800,800,800,1271,1017,1153,1148,1116,723,23,16,27,33,10,1387,0
202,0,1333,2667,889,800,800,800,800,800,800,703,384,405,461,443,812,8,10,6,13,11,15,0
323,4000,2000,1333,1185,800,800,800,800,800,800,807,505,550,605,590,949,11,8,10,16,23,17,0
566,4000,667,2667,889,0,0,0,0,0,0,672,367,411,472,433,722,124,108,149,179,21,1286,0
1778,4000,667,1333,1852,400,400,400,400,400,400,686,279,287,344,350,729,17,14,10,45,39,12,1
606,4000,1333,1333,2296,400,400,1600,400,400,400,588,305,309,344,328,718,48,0,20,17,18,56,0
81,4000,1333,2667,963,800,800,800,800,800,800,669,358,379,443,422,802,8,5,6,7,9,7,0
323,0,667,2667,296,800,800,800,800,800,800,702,384,391,457,444,827,9,10,9,19,28,8,0
364,4000,1333,2667,741,400,400,800,800,800,800,589,281,590,647,629,984,20,230,18,19,28,23,0
162,4000,1333,2667,1333,400,400,2000,1600,400,1600,587,269,273,337,396,775,6,0,0,120,0,7,0
1414,4000,1333,2667,667,0,0,0,0,0,0,586,265,268,334,340,722,0,0,0,29,20,0,0
121,4000,2000,1333,1407,1200,400,1600,1600,1600,0,584,275,285,341,323,714,15,7,0,0,0,3,1
242,0,2000,1333,3556,1200,1600,800,800,800,800,627,307,321,387,381,767,0,4,4,13,9,11,1
970,4000,1333,1333,1778,0,0,0,0,0,0,941,407,449,334,323,714,11,17,0,0,0,0,0
525,0,1333,2667,519,1200,2000,2400,2000,1600,800,877,592,635,673,616,923,26,0,0,0,24,21,1
1010,0,667,1333,1259,800,800,800,800,800,800,1162,847,895,883,809,1127,28,20,27,32,47,30,0
364,4000,1333,1333,1333,2000,1600,1600,1600,1600,800,857,549,573,622,592,949,0,18,11,0,23,39,1
1899,0,667,1333,3111,800,800,800,1600,1600,800,2080,1902,2361,2337,2191,2320,74,183,76,0,169,184,0
1414,4000,1333,2667,296,400,400,400,400,400,400,589,280,296,338,341,721,19,21,4,30,19,0,0
1414,4000,1333,1333,1259,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
162,0,2000,2667,296,400,800,800,800,800,800,738,406,426,374,361,749,8,6,1,3,9,8,0
1980,4000,2000,2667,370,800,800,800,800,800,800,643,335,353,425,412,800,14,4,13,5,28,27,0
1091,4000,1333,1333,741,800,800,800,800,800,800,1082,796,815,854,824,1090,28,17,22,33,30,31,0
283,0,667,2667,370,800,800,800,800,800,800,860,560,572,584,530,863,15,9,5,10,22,11,0
404,0,667,2667,667,800,800,800,800,800,800,978,690,689,538,518,883,20,9,8,12,20,15,0
283,0,667,2667,593,800,800,800,800,800,800,866,571,610,666,637,985,14,10,31,21,33,24,0
162,0,1333,2667,1185,800,800,800,800,800,800,757,450,475,533,518,886,10,6,8,12,19,16,0
1172,0,1333,2667,1259,1200,400,2000,1600,400,400,586,268,272,336,324,716,7,0,0,3,4,4,1
525,0,2000,2667,1333,800,800,800,800,400,400,996,647,315,379,327,714,46,3,0,7,0,0,0
1010,4000,667,2667,741,800,800,800,800,800,800,1001,726,800,859,759,1098,32,14,36,26,38,38,0
40,4000,1333,2667,0,400,400,1600,1600,400,400,652,320,329,336,344,714,66,0,0,142,0,0,0
283,4000,1333,1333,1407,400,400,800,400,400,400,598,284,305,348,330,721,24,21,17,12,22,14,0
0,4000,1333,1333,370,1600,1600,1600,1600,1600,800,596,284,289,360,346,736,11,0,7,0,4,3,0
566,4000,1333,1333,667,400,400,800,800,400,400,711,702,858,664,465,846,527,217,9,231,361,312,0
242,4000,667,2667,296,800,800,800,800,1600,1600,713,406,434,502,480,859,9,5,15,0,30,0,0
323,4000,1333,1333,1037,800,800,800,800,800,1600,841,545,598,652,663,1016,16,12,16,64,38,0,0
768,4000,1333,1333,1185,800,800,800,800,800,400,604,278,282,346,328,719,5,3,4,0,13,11,0
889,0,1333,2667,1481,1600,800,800,800,800,800,1383,1137,1269,1278,1169,1462,46,36,40,58,84,68,1
40,4000,1333,2667,148,400,400,400,1600,400,400,612,278,269,341,393,756,37,0,23,114,5,0,0
1051,4000,1333,2667,296,800,800,800,800,800,800,670,358,380,439,426,805,6,5,4,6,9,8,0
566,0,667,2667,519,400,1600,1600,0,0,0,590,268,267,332,319,710,0,0,0,0,0,0,1
1576,0,1333,2667,593,800,800,800,800,800,800,867,551,830,618,579,900,17,8,12,17,15,13,0
687,0,667,1333,2222,800,800,800,800,800,800,729,423,465,541,530,904,9,13,27,19,38,23,0
162,0,1333,2667,519,800,800,800,800,800,800,748,444,479,449,421,801,11,8,9,13,9,24,1
768,4000,667,2667,815,800,800,800,800,800,800,754,296,308,376,368,714,6,3,4,9,0,0,0
202,4000,2000,2667,1407,800,800,800,800,800,800,712,401,427,457,440,817,8,6,5,7,12,7,0
0,4000,1333,2667,222,400,400,400,400,400,1600,606,267,276,340,331,717,3,6,7,13,0,8,1
2707,4000,667,2667,667,800,800,400,400,400,800,726,265,313,438,352,1287,0,34,113,47,1530,55,1
40,0,2000,2667,1852,800,800,800,1600,2000,2800,614,303,321,392,386,774,11,8,11,16,23,19,0
1010,4000,1333,1333,1407,400,400,400,400,400,400,587,266,270,335,326,724,2,1,1,5,26,28,0
525,0,667,2667,519,400,400,400,400,400,400,588,297,280,343,341,718,38,9,9,30,11,16,0
768,0,667,2667,963,1200,1600,800,800,800,800,1284,934,675,892,847,919,37,16,248,32,47,64,0
1576,4000,667,2667,741,0,0,0,0,0,0,585,264,292,358,325,782,0,19,26,4,187,304,0
1131,4000,667,1333,889,1200,1600,400,400,400,400,611,272,276,369,424,760,0,6,38,165,126,46,0
889,0,2000,2667,815,400,400,400,400,400,800,587,266,270,336,325,715,1,1,1,4,0,4,0
162,4000,1333,1333,370,800,800,400,800,800,800,592,285,335,393,384,764,18,51,7,13,9,15,0
2424,4000,2000,1333,2148,400,400,400,400,400,800,624,308,301,350,404,754,52,32,17,132,0,8,0
808,0,667,2667,667,1200,400,1600,800,800,400,586,268,272,338,326,716,4,0,0,0,6,0,0
444,0,667,1333,2222,800,800,800,800,800,800,1002,712,801,804,775,1114,20,26,19,27,75,30,0
81,4000,1333,1333,1037,800,800,800,800,800,800,675,367,383,445,423,806,14,10,9,21,19,23,0
202,4000,1333,2667,148,1200,1600,400,800,800,800,620,299,458,476,436,803,0,143,8,7,9,8,0
323,4000,2000,1333,1037,1600,1600,1600,800,800,800,710,407,397,417,382,766,16,0,3,4,4,1,0
1131,4000,1333,2667,1481,800,800,800,800,800,800,1600,800,759,801,814,1164,46,18,45,129,94,76,0
646,0,1333,1333,1111,1600,1600,1600,800,800,800,855,510,492,490,423,757,9,0,0,0,0,1319,0
81,4000,2000,1333,370,2000,1600,1600,1600,1600,1600,618,298,316,382,366,756,0,8,5,0,15,0,1
1414,0,667,1333,1185,800,800,800,800,800,800,828,535,589,640,622,987,18,10,16,23,47,38,0
606,0,667,2667,741,800,800,800,800,800,800,1070,557,968,716,685,1020,27,16,67,32,66,76,0
404,4000,1333,1333,889,1200,1600,800,800,800,800,614,285,312,375,362,754,0,16,2,3,19,0,0
202,4000,1333,1333,370,800,800,800,800,800,800,688,377,401,437,423,803,7,5,7,6,9,7,0
162,0,1333,1333,2444,1600,1600,1600,1600,800,800,760,456,490,537,521,889,11,6,0,12,21,16,1
162,0,1333,1333,2296,1600,800,800,800,800,400,684,373,398,460,321,745,7,5,7,0,88,2,1
485,4000,667,2667,815,1200,0,400,400,0,400,586,265,285,334,323,719,0,12,0,0,12,41,0
687,4000,1333,1333,1852,800,800,800,800,800,800,1194,888,992,1029,1006,1279,34,20,28,42,59,111,0
646,0,1333,1333,1185,0,0,0,0,0,0,587,266,270,336,324,715,1,1,1,2,3,0,0
808,4000,667,1333,1111,800,800,0,0,0,0,643,265,268,334,323,714,0,0,0,0,0,0,0
768,4000,667,1333,1556,400,400,1600,400,400,400,589,268,272,356,328,727,4,0,24,9,21,0,0
566,0,667,1333,1037,1600,800,800,800,800,800,1172,873,940,868,731,900,33,20,23,27,18,12,1
162,4000,1333,2667,222,1600,1600,1600,800,800,800,757,450,425,445,412,795,8,0,5,5,14,27,1
808,0,667,2667,519,400,400,400,400,400,400,593,269,273,337,324,720,5,3,3,3,15,0,0
606,0,667,2667,889,400,400,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
323,0,1333,2667,963,1200,1600,800,400,400,800,764,318,324,417,614,962,0,7,90,474,28,30,0
162,4000,1333,1333,2148,800,800,800,800,800,800,764,444,480,457,442,805,10,8,4,7,9,8,0
364,4000,1333,1333,963,400,1600,1600,400,400,400,587,266,269,364,323,715,1,0,33,1,1,1,1
444,0,1333,2667,370,800,800,800,800,800,800,851,561,619,674,657,1009,18,10,13,18,28,14,0
1131,0,1333,1333,1407,800,800,800,1600,800,800,1553,1301,1519,1482,1035,984,55,79,0,65,94,38,0
1172,4000,667,2667,1333,400,400,400,400,400,400,589,265,269,338,323,714,0,1,4,1,0,0,0
40,0,2000,2667,1333,1600,800,800,800,800,800,651,332,355,414,387,763,8,10,3,4,5,2,1
1414,0,1333,2667,519,800,800,800,800,800,800,712,360,315,364,352,714,10,10,1,1,0,6,0
444,4000,667,2667,370,800,800,800,800,800,800,956,665,757,798,776,1108,18,33,18,32,39,34,0
525,4000,667,2667,519,800,800,1600,800,800,800,619,317,326,392,383,770,22,0,7,10,14,11,1
525,0,1333,2667,667,1600,800,800,800,800,800,1076,787,879,894,523,883,23,20,21,14,19,331,1
606,4000,1333,2667,1556,1200,1600,1600,800,800,800,1127,844,686,734,711,1055,20,0,20,23,35,29,1
808,4000,667,2667,296,400,400,400,800,800,800,602,272,886,912,932,1238,8,466,19,130,56,74,0
727,0,1333,2667,370,800,800,800,800,800,800,1136,782,875,910,903,1223,34,23,23,64,52,51,0
40,0,1333,2667,74,1200,1600,1600,1600,800,800,656,342,358,416,403,774,9,4,0,5,6,0,1
485,0,1333,2667,519,1600,1600,800,800,800,800,837,528,575,369,367,737,0,10,9,19,19,0,1
808,0,667,1333,1037,400,400,400,400,0,400,587,265,272,334,323,716,0,3,0,0,6,0,0
1131,4000,1333,2667,222,800,800,800,800,800,800,1101,784,804,811,725,1049,32,20,22,32,47,76,0
162,0,2000,1333,741,1200,1200,0,0,0,0,739,265,268,334,323,714,27,0,0,0,0,0,0
283,4000,1333,2667,667,800,800,800,800,800,800,866,571,603,534,518,885,14,8,8,11,17,13,0
1212,4000,1333,1333,1481,400,400,400,400,400,400,588,292,287,369,325,722,33,14,38,3,22,5,0
40,0,2000,1333,2000,800,800,800,800,800,800,654,341,341,406,360,747,6,5,5,2,3,3,1
687,4000,1333,1333,1111,400,400,0,400,400,400,588,265,268,339,323,717,0,0,5,0,6,0,0
1010,4000,667,1333,1185,1200,1600,1600,1600,800,800,792,492,534,579,562,930,14,9,0,16,38,30,0
1212,0,1333,1333,815,800,800,800,800,800,1600,626,325,350,422,425,801,23,10,13,32,0,8,0
1010,4000,1333,2667,1778,800,800,800,800,800,800,1322,1053,1129,1152,1120,1415,41,23,31,52,75,61,0
1051,0,667,2667,815,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
364,0,667,1333,3111,800,800,800,800,800,800,803,492,526,551,508,882,13,10,10,11,30,0,0
889,0,667,1333,1259,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
283,0,1333,2667,815,800,800,800,800,800,400,873,560,446,432,349,826,23,4,0,32,347,23,0
1535,0,2000,2667,1037,800,800,800,800,800,800,782,489,587,649,633,980,46,66,45,52,56,38,0
202,0,2000,1333,1111,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
646,4000,2000,1333,1185,1200,1600,800,800,800,800,703,380,403,466,456,801,0,7,22,13,19,15,0
242,0,1333,2667,593,0,0,0,0,0,0,557,197,266,365,360,732,0,329,45,97,94,152,0
162,0,2000,1333,2889,1200,1600,800,800,800,800,771,455,488,543,442,818,0,8,8,8,12,9,0
808,4000,1333,2667,889,800,800,800,800,800,800,1339,940,789,819,595,940,27,15,22,19,28,23,0
40,0,1333,2667,148,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
525,0,667,1333,741,1600,800,800,1600,1600,1600,767,463,509,564,540,910,11,15,10,0,33,23,0
1576,0,667,1333,963,400,400,0,400,400,400,741,406,576,397,393,731,174,236,71,118,46,5,0
1010,4000,1333,1333,963,800,800,800,800,800,800,1066,791,871,787,766,1070,23,16,22,26,38,29,0
1333,0,667,2667,1259,400,400,0,0,0,0,618,272,273,334,323,714,9,4,0,0,0,0,0
40,0,1333,1333,1259,800,800,800,800,800,1600,606,290,302,370,360,745,6,4,6,6,0,4,1
364,4000,1333,2667,519,1600,800,800,800,800,800,923,597,658,705,687,1037,19,14,15,22,38,41,0
1333,0,1333,1333,2000,800,800,800,800,800,800,847,550,600,649,621,975,18,13,13,19,27,22,0
848,4000,1333,1333,2296,400,400,0,0,0,0,658,285,284,347,332,714,24,12,13,15,0,0,0
566,0,667,1333,1481,1200,0,400,400,400,0,585,264,275,357,323,714,0,6,24,0,0,0,0
525,0,667,2667,1111,1200,400,400,800,800,400,586,269,344,388,366,717,5,57,0,2,8,34,0
283,4000,2000,1333,2148,1600,2000,1600,1600,1600,800,596,274,279,352,338,725,0,0,9,0,10,175,0
40,0,1333,2667,0,800,800,400,800,800,800,656,333,352,413,397,780,5,87,3,4,7,6,0
768,4000,2000,2667,296,800,800,800,800,400,400,614,287,311,356,344,753,6,17,16,35,107,97,0
40,0,2000,2667,2815,1600,1600,1600,1600,800,800,612,284,293,360,351,742,9,5,4,6,9,8,0
162,0,2000,1333,1704,800,800,800,800,800,800,657,330,337,392,377,751,6,4,5,3,4,3,0
364,4000,667,2667,741,0,0,0,0,0,0,586,265,268,338,326,718,0,0,4,0,11,3,0
970,4000,667,1333,444,800,800,800,800,800,800,888,598,598,576,486,834,92,10,10,8,94,76,0
1253,4000,1333,2667,1111,400,400,400,400,400,400,587,266,270,337,376,716,2,1,3,86,4,3,0
162,4000,1333,2667,1556,800,800,800,800,800,800,768,440,334,416,340,727,7,45,59,2,9,5,1
808,4000,2000,1333,2519,800,800,800,800,800,800,1354,1041,1160,937,896,1220,37,30,27,35,55,42,1
768,4000,667,1333,815,1200,1600,1600,0,0,0,678,268,268,334,323,714,0,0,0,0,0,0,0
0,4000,1333,2667,0,1600,1600,2000,1600,800,800,610,304,312,375,356,785,18,0,0,2,20,20,1
1010,4000,667,2667,667,1600,400,400,400,400,400,590,271,275,340,328,719,9,5,6,9,14,30,0
202,4000,1333,1333,2222,800,800,800,800,800,800,789,484,477,490,467,832,11,7,9,10,14,11,0
1010,4000,667,1333,667,1200,0,0,0,0,0,586,265,268,334,323,838,0,0,0,0,339,0,0
566,0,2000,2667,1778,800,800,800,800,800,800,937,649,623,625,608,965,20,9,11,19,28,23,0
81,0,667,2667,2074,800,800,800,1600,800,800,675,363,395,451,403,784,7,15,0,6,9,15,0
687,4000,1333,1333,1481,800,800,800,800,800,800,619,294,308,382,342,739,5,5,13,16,47,38,0
687,4000,667,2667,519,0,0,0,0,0,0,586,265,268,340,323,714,0,0,6,0,0,0,0
646,4000,667,2667,370,800,800,800,800,800,800,1197,891,1009,962,778,1076,37,30,26,23,33,25,0
283,0,1333,2667,667,800,800,400,400,400,400,697,407,271,403,408,751,92,2,74,138,100,76,0
283,4000,667,2667,148,1200,1600,1600,800,800,800,871,580,620,655,442,818,20,0,10,7,10,9,1
1051,0,1333,2667,593,800,800,800,800,400,400,651,345,345,408,330,721,14,3,9,12,19,48,0
768,4000,1333,2667,667,800,800,800,800,800,800,1241,958,1048,1082,1046,1347,32,21,29,42,66,61,0
1253,0,2000,1333,2593,800,800,800,800,800,800,1557,1262,1140,1106,596,929,43,26,33,14,19,14,0
404,4000,1333,1333,222,1200,400,800,800,800,800,582,512,557,558,528,895,314,10,18,13,19,15,0
1980,4000,667,2667,1111,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
1414,4000,667,2667,1185,800,800,800,800,800,400,645,338,357,430,412,716,15,8,15,16,4,19,0
687,0,667,2667,148,800,800,800,800,800,800,1216,899,917,867,822,1131,32,20,22,32,41,35,0
970,0,1333,2667,1556,800,800,800,800,800,800,1339,1093,1242,1272,1247,1527,41,30,40,58,84,68,0
768,4000,1333,2667,1111,400,400,400,0,0,400,591,280,268,334,323,718,19,0,0,0,9,0,0
40,4000,1333,2667,148,1600,1600,3600,3600,3600,3200,595,274,279,344,332,720,0,0,0,0,0,0,1
40,4000,1333,2667,74,1200,1600,1600,1600,800,800,638,318,349,408,394,775,0,15,0,5,5,8,0
162,4000,1333,1333,593,1600,1600,3600,3600,3600,3200,595,275,280,345,333,721,0,0,0,0,0,0,1
1414,0,667,2667,741,400,400,400,0,400,400,588,270,268,334,329,731,6,0,0,11,45,49,1
606,4000,667,2667,222,800,800,0,0,0,0,717,265,268,334,323,714,0,0,0,0,0,0,0
364,4000,1333,2667,370,800,800,800,800,1600,800,610,294,308,380,364,751,5,5,11,0,5,4,0
162,4000,667,2667,296,800,800,800,800,800,800,721,396,381,444,430,810,8,7,7,6,12,10,0
1414,0,1333,1333,519,0,400,1600,1600,0,0,586,274,279,334,323,714,11,0,0,0,0,0,0
1131,0,667,1333,2074,400,400,400,800,400,400,602,373,299,418,393,724,130,23,89,115,26,114,0
81,4000,1333,2667,222,800,800,800,800,800,800,684,373,306,373,438,816,7,4,5,161,11,0,0
1212,4000,1333,1333,667,800,800,800,800,800,800,1637,1414,1574,1589,1363,1583,57,43,59,64,89,76,0
0,4000,1333,2667,0,800,800,800,400,400,0,617,302,306,338,323,714,8,4,4,0,18,0,1
1212,4000,1333,2667,444,800,800,800,800,800,800,801,507,568,636,814,1151,18,20,27,335,56,42,0
1333,4000,2000,2667,519,800,800,800,800,800,800,593,283,302,386,383,769,14,10,22,19,9,76,0
283,4000,667,2667,148,800,400,400,400,400,400,863,268,266,347,330,729,4,0,22,32,23,30,0
364,4000,667,2667,519,1200,1600,800,800,800,800,948,630,628,671,649,984,1,12,17,19,28,23,0
283,0,1333,2667,444,800,800,800,800,800,800,864,464,389,545,430,812,7,10,5,13,19,8,0
202,0,3333,2667,148,400,400,400,400,400,400,605,266,268,336,323,715,5,0,4,0,4,2,0
81,4000,1333,1333,2222,1200,1600,2000,1600,1600,800,644,337,348,415,398,780,14,0,8,0,7,6,1
202,4000,2000,1333,3333,800,800,1600,1600,2400,2400,754,459,507,574,567,937,23,16,22,32,47,8,0
929,4000,1333,1333,1259,800,800,800,800,800,800,1407,1034,1140,1172,1148,1466,46,25,35,52,148,68,0
162,0,1333,1333,296,800,800,800,800,800,800,736,429,422,429,398,781,8,5,6,6,9,8,1
162,4000,1333,2667,296,800,800,1600,800,800,800,657,338,342,400,380,758,13,0,5,3,4,3,0
768,0,667,2667,1333,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
40,0,2000,2667,296,1600,1600,2400,2400,2400,2400,592,271,276,341,329,720,0,0,0,0,0,0,1
162,0,1333,2667,148,1600,1600,800,800,800,800,767,454,480,516,407,783,0,8,10,13,7,5,0
485,4000,667,2667,444,1200,0,400,800,800,800,586,264,402,455,438,709,1,106,0,0,0,0,1
646,4000,667,2667,667,800,800,800,800,800,800,761,452,494,554,546,917,18,13,13,26,38,30,0
1051,4000,1333,1333,519,0,0,0,400,800,800,591,262,277,365,552,917,0,16,36,341,47,53,0
889,4000,667,2667,593,800,800,800,400,800,800,965,655,268,461,451,818,21,0,138,13,19,15,0
768,4000,2000,2667,2074,400,400,800,800,800,400,613,337,390,460,474,790,92,66,67,97,209,30,0
1333,0,1333,1333,1481,800,800,800,800,800,800,1758,1528,1466,1466,1437,1638,69,36,42,62,85,66,0
606,0,1333,1333,2000,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
1253,0,1333,2667,593,800,800,800,800,800,800,1735,1484,1687,1659,1503,1745,53,41,53,68,102,76,0
40,0,667,2667,148,1200,1600,2000,1600,800,800,652,342,355,413,401,782,11,0,0,5,5,2,1
889,4000,667,1333,741,0,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,1
40,0,1333,1333,1407,1200,1600,800,800,800,1600,615,299,313,379,369,753,5,5,5,6,0,8,1
162,0,667,2667,519,800,800,800,400,400,400,744,439,360,402,328,714,13,5,73,9,0,0,0
162,0,1333,2667,296,800,800,800,400,400,0,626,296,340,339,323,714,6,33,4,0,0,0,0
768,0,667,1333,1111,0,400,400,400,400,800,587,276,283,336,361,743,13,11,1,66,0,0,0
808,0,1333,1333,593,400,400,400,400,400,400,592,290,284,342,325,717,31,19,28,5,7,23,0
162,0,2000,1333,1778,400,400,1600,400,400,400,587,270,273,339,328,714,11,0,5,10,0,0,0
81,0,1333,2667,519,800,800,800,800,800,0,678,360,381,411,323,714,9,7,9,0,0,0,0
162,0,1333,2667,74,1600,1600,1600,800,800,800,635,333,346,406,395,763,20,3,4,7,9,11,1
1010,4000,1333,1333,2593,800,800,0,0,400,800,594,265,268,334,323,718,0,0,0,0,9,8,0
404,0,2000,2667,444,800,800,800,800,800,800,747,476,555,603,582,935,71,52,24,35,43,26,0
162,0,2000,1333,2444,1600,1600,1600,800,800,800,652,345,356,417,402,784,14,0,3,5,8,5,1
202,4000,1333,1333,1111,800,800,800,800,400,800,789,368,365,393,371,770,27,3,22,79,75,8,0
242,4000,667,2667,593,800,800,800,800,800,800,809,508,551,606,590,951,10,5,7,11,19,14,0
768,4000,1333,1333,2741,400,400,400,400,0,400,597,1023,272,334,323,719,914,2,0,0,14,1409,0
323,0,1333,2667,667,1600,1600,1600,1600,1600,800,910,523,584,629,594,952,0,21,12,0,25,23,1
889,0,1333,1333,593,800,800,800,800,800,800,989,642,633,526,463,838,18,10,9,13,14,15,0
1576,4000,667,2667,519,400,400,400,400,400,1600,590,299,275,371,347,731,42,5,40,6,0,17,0
646,0,2000,1333,1704,1200,0,0,0,0,0,586,265,268,334,323,714,0,0,0,0,0,0,0
121,4000,1333,2667,222,800,800,800,1600,1600,800,704,396,433,491,467,840,7,13,6,0,13,11,1
121,4000,667,2667,444,800,800,800,400,800,800,705,343,279,493,358,714,6,3,172,1,0,0,0
768,4000,667,2667,1481,400,400,400,400,400,400,588,274,363,346,336,729,11,71,13,22,41,2,0
323,4000,1333,1333,370,800,800,800,800,400,400,753,452,476,540,326,714,14,7,13,5,0,21,0
364,0,1333,1333,2000,800,800,1600,1600,1600,1600,627,320,338,402,386,775,16,7,4,0,19,0,0
687,4000,1333,1333,667,400,400,400,400,400,400,595,316,282,389,349,723,62,10,59,42,24,8,0
242,0,667,2667,370,800,800,800,400,800,800,712,334,349,405,421,714,23,59,77,97,0,89,0
242,4000,667,2667,222,1200,1600,800,800,800,800,654,337,346,408,385,770,2,4,6,4,9,5,0
162,4000,667,2667,1259,1600,1600,1600,800,800,800,662,349,363,428,415,799,6,0,6,6,19,0,1
162,4000,2000,1333,815,800,800,800,800,800,800,737,435,476,406,394,781,14,13,4,6,19,8,0
162,0,1333,1333,2074,800,800,800,800,800,400,758,449,487,539,379,717,11,8,9,4,8,110,1
929,4000,1333,1333,1630,400,400,0,400,400,400,586,265,268,335,323,716,0,0,1,1,5,0,0
162,4000,2000,1333,1111,800,800,800,800,800,800,743,399,432,408,377,762,11,36,3,3,5,4,0
162,0,1333,2667,296,800,800,800,800,800,800,741,413,420,410,401,776,8,5,6,10,6,5,1
242,0,667,2667,741,800,800,800,800,800,800,756,464,513,595,579,946,27,16,45,19,47,23,0
