f1,f2,f3,f4,label
8,26,27,79,0
54,57,3,61,0
15,61,84,28,0
1,90,23,39,1
21,82,21,94,0
34,12,88,78,1
92,29,7,52,0
31,23,93,30,0
39,1,12,69,1
39,37,34,21,0
70,34,19,85,0
3,20,88,35,0
96,47,0,89,1
56,52,44,89,0
11,15,85,94,1
84,8,43,53,0
1,78,73,36,1
63,44,24,79,1
90,8,24,59,1
39,81,17,38,0
11,87,81,79,1
22,49,9,85,0
99,9,3,82,1
49,40,78,34,1
73,75,22,4,0
22,30,61,48,0
55,74,84,54,1
99,21,72,44,1
68,49,11,72,1
8,80,69,100,1
77,86,2,79,0
100,39,16,35,0
19,37,0,48,0
22,65,95,24,1
24,25,38,86,0
77,29,30,32,1
47,13,94,67,1
78,32,93,4,1
99,46,36,22,1
93,71,22,49,0
17,70,42,43,1
34,26,43,2,0
44,20,97,71,1
66,79,47,77,1
61,80,1,31,0
77,54,36,41,1
76,12,60,51,1
33,58,15,70,0
0,4,97,75,0
43,35,17,70,0
58,27,35,36,0
78,82,51,85,1
55,55,57,75,1
74,33,58,2,0
13,58,89,82,1
55,74,6,10,0
79,56,10,10,1
97,27,67,33,0
91,57,13,43,1
45,53,55,93,1
83,43,9,69,0
54,2,87,12,0
84,37,33,72,0
87,23,26,36,0
47,78,81,55,1
41,2,35,41,0
2,82,42,100,1
90,73,29,62,1
5,17,91,95,0
22,71,55,9,0
89,68,75,21,0
57,15,38,4,0
42,7,87,30,0
90,62,54,95,1
48,38,65,9,0
97,96,31,66,1
73,31,97,95,1
71,6,85,49,1
65,44,28,2,0
10,2,98,10,0
18,56,70,73,1
42,10,78,83,1
97,37,82,64,1
18,90,62,58,1
48,97,60,6,0
49,41,53,18,1
24,95,54,27,1
87,36,27,80,1
51,65,99,76,1
94,91,31,29,1
9,86,19,25,0
56,86,53,11,1
95,6,57,28,0
57,38,35,45,0
54,22,86,52,0
49,31,50,56,0
89,5,65,78,0
70,77,62,63,1
63,98,47,78,1
36,83,30,36,0
91,42,17,75,1
24,57,95,58,0
3,96,100,30,1
59,53,71,60,1
33,19,2,61,0
45,10,39,76,0
25,38,11,9,0
60,98,26,83,1
7,79,75,7,0
82,91,5,73,0
94,4,52,47,1
92,64,19,30,0
92,33,43,31,0
42,83,84,54,1
43,23,25,86,1
52,55,4,80,0
85,97,1,4,1
3,73,94,10,1
94,31,39,74,0
85,46,53,9,1
88,97,76,64,1
94,51,40,10,1
13,87,40,64,1
57,100,35,51,1
39,93,39,60,1
11,65,82,97,1
65,62,85,0,1
59,93,74,52,1
83,100,49,70,1
90,78,2,94,1
17,47,51,43,0
75,47,2,67,0
8,35,91,21,0
88,29,0,93,1
90,23,63,54,0
2,40,35,61,0
79,68,54,22,0
8,32,7,45,0
11,68,49,48,1
62,39,57,31,1
75,11,32,58,0
64,43,21,33,0
38,16,0,24,0
33,36,13,2,0
95,86,21,92,1
64,61,82,28,0
10,68,95,87,1
52,52,39,63,1
12,26,11,26,0
9,64,86,24,1
45,65,47,25,1
53,98,40,68,0
44,26,79,67,0
46,81,21,88,1
70,77,41,43,0
79,7,73,66,1
86,9,21,70,0
42,46,66,14,0
44,97,79,22,1
26,12,75,28,0
97,73,11,70,0
97,5,93,7,0
68,8,33,49,1
16,90,77,22,1
20,13,88,77,0
73,59,95,30,0
6,75,94,13,1
65,40,19,60,0
37,11,11,37,0
11,25,31,10,0
82,45,46,25,0
8,41,28,4,0
39,37,1,57,0
11,85,91,12,0
78,94,52,46,1
38,84,98,40,1
52,94,90,55,1
39,41,38,15,0
94,23,76,75,1
52,78,76,34,1
7,53,39,87,1
79,93,13,2,1
13,88,95,48,0
48,88,78,11,1
96,89,93,67,1
20,85,32,17,0
15,51,68,18,0
64,16,19,87,1
63,45,81,51,1
100,48,79,72,1
18,3,67,24,0
63,73,90,11,0
1,44,72,29,1
81,81,81,45,1
97,16,70,80,1
90,25,20,18,1
82,84,59,34,1
78,63,94,16,1
24,71,59,15,1
44,11,37,42,0
91,5,42,86,0
82,2,90,18,0
66,51,2,48,1
70,3,22,23,0
53,100,45,38,0
33,57,51,88,0
43,5,91,74,1
10,81,64,93,1
42,55,50,88,1
4,12,49,42,0
45,55,17,28,0
62,67,65,65,1
48,44,54,89,0
78,79,30,9,1
84,6,53,82,1
17,75,2,11,0
93,24,71,48,1
35,61,75,35,0
57,10,96,73,1
27,65,2,26,0
97,92,93,32,1
66,75,97,41,1
71,21,91,72,1
9,75,91,96,1
58,72,93,6,0
29,39,56,16,0
75,45,11,94,1
27,81,7,72,1
28,16,84,93,1
1,71,32,65,0
51,80,67,95,1
42,48,88,84,1
21,47,99,84,0
68,84,23,20,0
21,91,68,0,0
14,67,27,19,0
26,5,55,65,0
54,68,93,38,1
54,62,52,81,1
2,78,51,35,0
70,28,61,34,0
73,41,73,60,1
10,29,45,81,1
61,41,44,87,0
42,76,80,20,0
89,79,62,35,1
58,35,11,87,1
81,37,67,49,1
20,54,56,41,0
95,83,15,78,1
54,32,42,28,0
52,45,100,40,1
45,99,82,55,1
14,78,51,56,0
54,30,92,1,0
6,72,26,44,0
23,7,14,50,0
4,10,97,94,1
60,83,81,19,1
35,18,16,67,0
69,95,27,39,0
76,21,61,48,1
6,72,80,66,0
55,83,88,6,0
81,64,4,35,1
26,25,38,70,1
42,28,56,95,1
67,51,51,95,1
44,41,33,34,0
2,44,31,74,1
50,5,78,55,0
34,95,51,81,1
63,17,6,80,0
26,50,89,38,0
8,13,76,88,1
67,44,52,56,0
87,19,64,46,0
21,10,45,41,0
100,83,84,27,1
2,86,63,58,1
40,70,17,11,0
49,23,53,33,1
77,47,50,61,1
34,36,95,50,1
71,78,99,2,0
43,10,85,100,0
89,72,12,77,1
58,61,47,47,1
73,86,88,35,1
39,77,99,21,1
86,12,54,35,0
22,66,97,86,1
66,99,82,43,1
60,34,56,56,1
48,99,40,74,0
61,2,46,41,0
78,33,83,90,1
39,28,98,55,1
84,63,13,43,0
72,22,18,92,1
74,34,98,78,1
6,62,51,88,1
14,44,26,46,0
59,15,6,84,1
15,42,82,32,0
29,98,36,78,0
30,84,9,84,1
68,61,17,22,0
46,59,64,43,1
13,28,43,34,0
93,81,62,39,1
68,42,83,47,1
79,85,40,19,1
18,68,46,47,1
2,99,86,95,1
44,62,95,76,1
62,46,64,12,0
51,5,19,100,0
67,98,33,80,1
99,24,52,21,1
94,94,83,100,1
38,56,0,38,1
13,32,51,75,0
56,81,91,12,1
63,85,75,62,1
88,31,37,15,0
91,40,73,43,0
66,91,27,63,0
47,91,98,51,1
59,3,24,77,0
12,2,9,58,0
86,3,84,5,0
56,95,4,49,1
82,34,73,4,0
55,89,76,22,0
40,40,87,12,0
90,19,14,95,0
74,99,30,85,1
74,54,56,51,1
45,25,54,62,0
47,86,45,90,1
52,5,62,7,0
17,68,68,27,1
10,27,29,44,0
96,24,78,0,1
24,6,77,59,0
39,21,63,81,1
78,29,55,51,0
28,40,61,91,0
72,52,56,98,1
8,88,34,66,0
25,90,98,85,1
6,58,86,92,1
46,99,80,55,1
71,19,49,3,0
43,23,85,53,1
93,60,75,33,1
8,18,64,97,0
54,74,13,11,0
86,16,25,21,1
80,84,21,41,0
48,10,13,74,0
82,69,72,18,0
79,39,50,97,1
57,33,80,80,1
47,89,27,23,1
40,35,36,9,1
12,98,88,68,1
97,89,43,10,1
57,24,65,2,0
18,7,26,70,0
82,69,12,88,1
56,92,54,65,1
12,68,99,35,0
10,33,48,85,1
3,9,33,84,0
25,31,41,34,0
12,14,23,56,0
26,49,1,25,1
61,99,50,37,1
61,5,93,73,1
53,84,85,61,1
69,30,99,59,1
94,77,47,0,1
83,61,88,8,1
23,12,63,18,1
69,67,66,50,1
84,38,13,64,1
73,28,5,28,0
85,20,49,38,0
51,32,78,54,1
13,75,78,10,0
41,91,87,96,1
87,2,49,100,0
72,4,72,92,1
62,82,1,29,1
43,84,14,90,0
57,87,6,15,0
94,47,71,73,1
50,69,18,74,1
1,59,35,22,0
42,31,8,76,1
50,93,17,99,0
21,51,0,17,0
54,73,94,96,1
90,65,58,46,1
65,1,18,77,1
98,47,69,29,0
38,24,87,79,1
0,52,46,57,1
41,10,61,39,0
32,48,73,27,0
90,44,15,3,0
94,10,38,6,0
97,11,19,69,1
11,73,42,47,0
81,74,90,61,1
1,28,43,97,0
58,12,63,63,1
62,89,3,24,1
52,64,57,7,0
38,9,16,32,0
89,48,0,42,1
50,32,69,29,0
80,71,75,41,1
57,49,71,33,1
71,58,97,51,1
85,55,7,1,0
28,39,41,83,0
75,91,58,86,1
29,10,81,97,1
30,5,29,28,0
74,53,95,92,1
42,96,63,33,0
43,14,99,0,0
35,68,5,75,1
56,92,27,14,0
44,49,2,43,0
20,61,6,58,0
74,46,74,91,1
61,52,15,13,1
61,73,60,50,1
57,46,37,86,0
53,43,59,19,0
58,19,21,49,0
26,37,64,43,1
87,3,97,26,1
77,64,33,87,1
44,94,53,1,0
48,92,75,93,1
83,91,52,8,1
16,52,100,70,1
79,98,56,56,1
56,76,47,59,1
83,26,72,72,0
52,18,48,28,0
75,23,95,97,0
8,85,100,10,1
56,97,30,45,1
70,76,53,22,1
4,52,69,83,0
36,25,20,29,0
99,30,6,100,1
78,75,29,32,1
2,100,51,90,0
48,72,33,90,1
0,51,78,44,0
24,43,56,68,0
41,99,17,76,1
17,64,43,31,0
6,4,100,48,0
33,32,67,71,1
68,61,99,43,1
14,74,80,96,1
66,100,1,32,1
44,39,18,67,0
41,31,56,52,0
38,16,46,42,0
61,71,54,70,1
57,69,50,3,0
5,29,92,75,0
21,15,31,9,0
4,11,79,91,0
71,51,53,26,0
99,73,84,16,1
60,72,67,99,1
66,63,25,89,1
20,39,72,46,0
22,73,14,60,0
73,50,39,38,1
1,30,24,97,1
71,64,0,60,1
41,10,89,5,1
62,39,43,87,1
2,18,87,20,0
83,96,0,10,0
62,46,38,46,0
8,50,35,67,0
17,84,89,8,1
34,51,53,16,0
40,83,94,2,0
45,21,51,87,0
57,32,35,21,0
29,92,50,7,0
98,43,37,94,1
24,25,1,73,0
64,63,18,30,0
27,50,68,90,1
54,6,11,33,0
76,19,29,17,0
9,34,94,84,1
64,90,12,79,1
0,12,46,5,0
72,55,63,77,0
61,85,16,3,0
44,9,73,16,1
71,19,70,92,1
16,30,29,90,1
72,57,0,34,0
25,96,61,74,1
20,75,13,43,0
80,47,41,15,1
27,77,82,56,1
76,21,2,100,1
58,38,89,14,0
39,23,38,71,0
30,74,52,20,0
44,76,10,66,0
30,88,8,22,0
73,60,93,57,1
82,55,90,59,1
96,33,38,24,0
25,80,43,38,0
59,66,63,21,0
48,46,60,14,0
51,96,91,39,1
66,86,82,5,0
78,73,6,97,0
34,68,82,2,0
16,37,60,74,0
6,80,3,92,1
36,1,76,8,0
45,61,29,61,1
36,21,51,48,0
88,17,16,46,1
19,4,28,52,0
29,6,76,97,1
34,80,7,12,0
18,59,30,13,0
14,96,58,23,0
50,39,8,33,0
42,53,73,100,1
1,81,8,66,0
78,28,27,42,0
94,34,57,39,1
73,68,81,31,0
97,82,97,41,1
87,53,88,61,1
10,45,31,76,1
21,21,55,98,0
94,38,59,93,1
51,41,1,5,0
18,77,72,2,0
90,81,7,55,1
58,52,8,82,1
18,57,64,62,1
94,90,41,40,1
6,91,36,22,0
15,51,79,63,0
92,90,95,7,1
56,46,34,73,1
25,39,29,87,0
75,2,35,40,0
94,99,85,75,1
88,44,22,65,1
88,28,42,58,1
65,12,28,31,1
61,29,35,43,1
86,26,6,23,0
54,39,12,22,0
97,60,32,2,0
68,47,24,91,0
20,7,30,29,0
41,9,51,6,0
16,41,12,3,0
11,46,45,41,0
63,6,75,34,0
89,6,34,19,1
82,87,86,38,0
50,39,9,10,0
20,47,47,11,1
29,65,4,62,0
9,75,11,31,0
93,44,2,44,0
28,93,88,39,1
32,97,8,78,0
60,14,42,88,1
96,40,45,63,0
50,55,29,22,0
80,83,16,35,1
2,100,55,15,0
17,9,85,85,0
84,46,91,55,1
16,1,99,0,0
9,40,5,37,0
40,77,71,84,1
45,85,83,53,1
58,9,39,24,0
88,54,3,64,1
97,75,4,13,1
36,97,96,53,1
6,93,27,76,1
65,67,64,71,1
76,26,4,35,0
50,84,14,49,0
71,66,14,52,0
60,90,68,93,1
67,87,45,53,0
5,44,80,4,0
48,42,51,97,1
97,20,48,61,1
4,1,61,19,0
20,0,92,81,0
14,86,85,37,1
80,24,58,26,1
36,2,59,66,1
92,91,99,3,0
28,6,98,51,0
66,97,76,74,1
72,47,13,82,1
36,77,70,26,1
10,33,49,61,0
4,55,48,67,0
53,57,47,8,0
43,97,62,12,1
38,45,55,5,0
77,46,51,26,0
31,96,11,64,1
80,83,56,26,1
18,2,92,4,0
67,44,54,42,0
27,30,98,60,0
61,30,2,86,1
48,63,88,71,1
75,100,20,53,1
36,70,61,86,1
13,18,33,85,1
47,37,43,41,1
7,43,37,75,0
64,95,92,4,1
75,70,26,72,0
51,80,58,30,1
61,17,39,48,1
27,1,25,98,0
67,28,98,85,1
3,74,10,37,0
20,78,39,79,0
2,62,88,91,1
56,72,72,82,1
34,52,96,49,1
79,63,88,24,1
66,77,48,20,1
19,57,99,41,0
7,0,21,16,0
16,28,36,4,0
95,59,57,13,1
10,84,47,66,0
5,33,13,66,0
21,98,64,1,1
52,51,55,5,0
14,23,27,74,1
67,70,37,98,1
81,78,4,74,1
24,53,10,41,1
50,78,41,70,0
36,38,38,19,1
20,33,88,71,1
68,69,50,24,0
31,59,30,59,1
46,5,28,9,0
14,68,4,89,1
86,48,80,75,1
33,100,15,77,0
85,73,52,0,1
3,33,58,100,0
64,72,95,15,0
74,78,16,93,1
48,84,86,76,1
38,92,62,52,1
85,99,27,37,1
5,28,33,10,0
25,96,8,66,1
71,81,13,39,1
43,10,89,90,1
40,81,14,56,0
85,0,39,39,0
64,46,53,0,0
35,6,49,58,1
84,64,58,67,1
2,25,13,33,0
45,97,49,34,1
16,97,19,58,1
60,76,34,6,0
34,3,28,27,0
57,33,33,79,0
78,67,57,0,0
29,31,77,13,0
50,95,78,36,1
80,51,38,9,1
49,2,28,21,0
57,44,29,8,0
71,5,44,62,0
50,30,11,87,0
10,3,68,77,0
42,37,52,100,1
41,28,50,4,0
36,2,7,35,0
66,51,59,76,1
71,48,99,81,1
66,75,34,65,1
8,59,1,83,0
13,3,6,58,0
0,96,9,56,0
97,28,83,61,1
39,76,25,25,0
4,56,67,13,1
9,56,13,73,0
54,6,4,35,0
21,11,34,36,0
45,42,75,54,1
29,29,29,85,0
38,84,72,93,1
89,43,47,20,1
13,61,99,87,1
27,93,29,46,1
0,96,7,39,0
74,74,23,49,0
44,27,92,49,0
94,78,61,82,1
30,13,58,27,0
38,97,54,88,0
34,64,63,91,1
25,95,71,44,0
48,42,84,31,0
19,61,84,49,1
84,11,33,89,1
30,35,73,25,0
97,61,77,49,1
4,55,0,46,0
82,12,61,29,0
59,77,16,15,0
15,49,17,43,1
89,75,71,78,1
47,96,33,50,1
26,75,68,88,1
1,13,37,84,0
82,41,46,62,1
29,76,91,30,1
16,60,89,12,0
50,50,95,74,0
46,41,16,77,0
83,7,42,3,0
22,49,6,0,0
10,100,14,85,0
7,10,41,54,1
9,74,58,24,0
100,32,98,95,1
65,10,17,11,0
0,6,86,94,0
17,83,97,24,1
38,85,48,73,1
97,87,87,90,1
51,61,16,25,0
27,9,7,33,0
67,15,63,86,0
59,80,31,80,0
46,40,92,53,1
17,16,9,98,0
70,17,17,2,0
96,10,67,93,0
36,15,61,49,1
80,80,91,28,1
19,24,52,33,0
88,80,55,77,1
64,24,40,80,0
8,52,59,55,1
31,18,28,100,0
8,91,73,93,1
22,43,17,100,0
19,81,51,58,0
22,48,77,30,0
33,77,79,72,1
21,23,40,23,0
53,97,32,33,1
66,35,97,31,0
95,80,54,98,1
69,55,64,14,0
14,9,39,100,0
28,5,54,32,1
90,66,3,41,0
61,10,42,40,0
76,86,84,100,1
98,81,49,89,1
99,61,67,61,0
6,21,45,73,1
19,2,91,93,1
49,30,59,21,1
22,92,50,50,0
27,18,24,41,0
9,68,0,22,0
44,84,79,75,1
62,59,98,29,1
73,25,77,45,0
74,40,97,44,1
82,18,32,92,1
87,10,9,8,0
27,50,58,1,0
67,54,18,45,1
83,59,55,13,1
46,71,37,93,0
26,26,3,1,0
46,50,31,4,0
65,89,18,73,0
80,32,81,71,1
59,28,21,14,1
60,87,91,66,1
10,21,81,56,1
54,45,97,37,1
19,23,0,60,0
8,78,57,2,0
17,69,60,32,0
8,55,87,91,1
78,89,55,97,1
80,50,41,8,1
93,93,41,45,1
87,90,2,2,0
10,4,65,14,0
88,68,98,32,1
16,54,22,26,0
1,26,53,1,0
17,16,30,41,1
95,83,67,29,1
24,85,34,87,1
81,35,25,58,1
26,73,14,55,0
18,71,3,77,1
53,90,50,28,1
100,54,78,49,1
60,93,86,39,1
26,0,32,47,0
32,8,2,49,0
50,33,74,59,1
87,69,36,37,0
42,70,3,12,0
83,12,62,52,1
74,52,88,21,1
75,16,37,12,1
0,40,2,83,0
52,78,73,90,1
93,92,98,24,1
20,90,42,47,1
31,89,20,17,0
70,6,41,64,0
24,58,82,56,0
30,44,34,94,1
89,91,39,63,0
22,43,95,86,1
46,5,98,13,1
42,99,20,41,1
87,55,23,59,1
69,70,68,22,1
28,10,56,35,0
2,30,2,32,0
45,68,64,0,0
75,60,15,69,1
39,16,22,77,0
28,47,89,42,0
98,37,84,93,1
23,5,41,94,0
72,52,56,41,1
76,77,11,13,0
100,57,75,70,1
90,39,97,42,1
18,56,32,41,0
87,13,11,49,1
72,45,67,73,1
4,96,13,44,0
21,23,14,99,1
48,90,66,76,1
7,0,65,25,0
55,87,95,9,1
64,81,73,66,1
92,29,0,87,0
63,35,49,13,0
95,31,93,73,1
81,61,73,76,1
13,81,42,89,1
6,100,28,27,0
62,95,69,66,1
18,65,46,93,0
71,78,65,50,1
13,69,98,98,1
30,73,59,50,0
6,91,72,1,0
60,30,63,75,1
74,78,100,93,1
38,100,35,40,1
82,84,32,39,1
5,57,51,74,0
21,95,54,17,1
98,43,36,83,1
98,57,45,72,1
50,3,93,33,1
74,83,65,26,0
66,42,80,81,1
72,94,6,59,0
90,100,73,54,1
40,57,64,96,1
86,63,42,53,1
70,9,48,61,0
27,39,86,4,0
88,26,7,56,0
12,87,59,59,0
12,87,81,24,1
3,82,80,0,0
68,27,49,74,1
24,25,91,91,1
36,1,30,24,0
75,77,43,16,0
42,87,98,5,0
28,11,97,17,0
87,50,40,25,1
30,40,88,85,1
15,36,79,57,1
76,88,6,24,1
16,31,34,61,0
37,54,78,42,0
74,31,90,45,1
44,88,57,5,0
19,4,5,52,0
32,9,24,53,0
33,46,72,35,0
50,14,98,20,1
72,31,84,76,1
81,18,61,86,1
100,1,53,41,1
94,51,13,19,1
19,69,83,30,0
80,3,46,49,1
53,71,88,45,1
0,32,47,47,0
43,74,42,6,1
52,27,90,42,1
63,63,62,98,1
86,39,27,29,0
62,52,24,73,0
7,33,86,52,1
66,22,88,94,1
51,72,48,92,1
18,54,72,2,1
87,23,19,7,0
47,43,86,2,0
58,98,77,4,1
59,3,92,8,0
86,13,22,4,1
74,26,32,39,0
58,55,76,60,0
14,48,23,93,1
83,24,87,30,0
29,75,94,81,1
9,94,76,20,0
48,100,83,78,1
0,43,28,3,0
20,22,53,5,0
71,16,18,65,1
59,56,95,35,1
99,6,40,36,0
41,62,94,69,1
56,21,70,18,1
24,19,20,88,0
88,95,95,3,0
21,53,73,70,1
37,33,53,90,1
64,74,41,17,0
34,62,52,1,0
53,88,2,82,1
33,56,19,88,0
43,22,46,59,1
70,59,88,32,1
70,68,33,1,0
89,89,77,34,1
61,59,58,99,1
55,11,18,78,0
77,58,19,69,1
51,66,7,76,1
18,51,87,92,1
82,96,48,32,1
3,0,43,25,0
9,82,66,54,1
49,93,91,50,1
1,25,9,88,0
82,51,48,39,0
73,47,81,8,1
74,67,24,15,0
97,97,33,17,1
46,30,47,86,0
10,51,2,10,0
10,78,71,87,1
2,66,56,0,0
15,60,0,88,0
92,87,51,62,1
13,46,21,5,0
83,13,92,7,0
36,7,36,28,0
70,74,47,93,1
48,57,89,19,0
37,52,10,85,1
8,11,4,73,0
6,86,60,6,0
63,71,94,46,1
22,1,47,6,0
85,36,72,60,1
97,80,29,90,1
22,4,10,1,0
22,79,60,46,0
77,60,34,82,1
88,83,84,42,1
76,54,41,76,0
57,95,39,32,0
21,44,19,49,0
87,78,97,94,1
83,21,7,36,1
36,14,44,99,0
56,37,5,100,0
46,11,24,30,0
99,78,98,29,1
54,96,50,94,1
100,87,77,57,1
14,95,86,48,0
0,67,40,43,0
11,58,38,76,0
46,66,38,78,0
66,65,10,35,1
78,4,65,7,1
43,64,51,21,1
5,86,45,56,1
42,3,72,79,0
55,26,23,33,0
31,40,18,56,0
13,12,14,11,0
7,89,66,47,0
9,68,32,52,0
65,78,70,85,0
41,76,28,21,1
45,73,52,15,0
26,6,84,58,0
25,83,35,88,0
68,1,97,5,0
18,84,53,33,1
78,63,84,17,1
42,37,69,20,0
66,61,70,13,0
18,8,97,36,0
87,32,77,93,1
57,39,49,0,0
74,31,58,13,0
70,32,87,60,0
23,10,33,55,1
23,63,43,68,1
34,44,18,79,0
23,54,57,54,0
64,66,83,79,1
69,67,59,60,1
35,42,65,33,0
97,37,8,30,1
14,78,17,92,0
88,27,53,0,0
77,55,23,89,1
84,8,89,74,1
48,31,66,77,1
19,35,67,36,0
61,77,31,54,0
85,44,52,15,0
8,46,52,70,0
17,90,16,89,0
7,59,3,84,0
78,32,66,3,0
29,13,48,4,0
16,57,81,38,1
6,27,56,86,1
83,91,96,62,1
52,81,83,20,1
58,45,53,24,0
13,16,80,9,0
89,1,62,69,0
71,62,69,97,1
50,53,9,40,0
38,44,79,65,1
51,48,29,45,0
90,37,10,66,0
21,80,70,87,1
43,17,9,21,0
66,90,69,48,1
5,40,78,34,0
91,77,67,97,1
68,64,20,88,0
36,57,4,42,1
31,10,85,28,0
21,78,69,71,0
58,11,93,96,0
26,95,20,2,0
55,48,66,55,0
16,100,56,95,1
49,17,54,69,0
99,43,23,60,1
59,94,48,3,0
19,0,64,61,0
28,34,56,10,0
0,52,23,85,0
28,34,81,81,1
96,96,81,90,1
31,43,54,22,1
83,16,57,63,0
98,4,7,32,0
43,67,45,90,1
27,7,16,99,0
95,81,85,16,1
44,57,2,39,0
100,32,5,97,0
19,42,43,43,0
52,66,77,92,1
87,28,74,57,0
58,83,4,37,1
53,61,71,68,0
8,46,100,74,1
100,36,51,82,1
67,50,100,43,1
1,38,35,65,0
33,95,85,55,1
29,26,23,91,1
9,88,20,36,0
42,45,68,59,0
56,3,1,84,0
20,30,86,78,1
40,74,75,86,1
20,53,35,4,0
3,81,71,76,1
7,10,16,91,1
31,73,65,3,0
30,92,64,63,1
97,48,18,69,1
45,54,70,79,1
70,99,9,4,0
2,14,46,27,0
35,25,41,51,0
16,81,83,57,1
65,98,58,9,0
48,46,77,55,0
47,59,89,74,1
37,45,63,43,0
78,72,47,47,1
43,41,83,30,0
49,17,72,90,1
56,14,38,65,0
36,9,71,28,0
20,88,40,16,0
84,46,18,7,0
85,99,67,82,0
20,99,97,9,1
40,12,8,78,0
23,11,38,47,0
90,37,40,19,1
26,5,85,17,0
49,97,79,33,1
3,65,93,99,1
38,7,24,93,0
30,22,92,11,0
94,36,36,1,0
22,74,25,98,1
37,82,100,2,1
11,22,91,11,0
4,46,91,84,1
61,73,40,74,1
90,3,36,61,0
32,11,17,83,0
19,41,38,52,1
70,76,11,100,1
38,94,93,29,1
64,90,46,60,1
27,76,98,87,1
88,22,59,54,1
11,23,63,30,0
16,14,98,14,1
98,21,79,11,0
90,26,64,10,0
5,11,37,75,0
71,4,20,79,0
77,6,71,69,0
91,8,74,48,0
38,46,20,24,1
73,13,86,73,0
4,65,19,8,0
24,41,50,71,0
89,26,12,56,0
29,97,55,80,1
6,38,91,89,0
61,10,1,83,1
70,72,11,79,1
64,97,61,37,1
3,14,30,92,0
20,2,97,31,0
33,75,47,55,1
63,9,32,66,0
50,44,7,91,0
44,96,90,19,1
83,58,19,28,1
48,96,95,26,1
3,25,84,63,0
64,93,9,11,0
85,95,98,7,1
88,96,56,3,0
97,73,78,48,1
26,7,54,51,0
2,1,44,76,0
51,76,50,50,0
31,91,17,98,1
88,59,7,3,0
95,87,40,66,1
100,3,74,63,0
8,35,83,6,0
25,31,23,27,0
3,96,51,43,0
99,62,37,36,0
69,88,67,70,1
83,21,31,59,1
93,0,73,63,1
67,41,69,88,1
47,70,43,95,1
40,14,27,79,0
73,53,100,3,0
39,66,21,99,0
54,63,69,71,0
70,90,62,25,1
72,81,24,18,0
68,2,4,33,0
52,32,56,46,0
52,53,35,66,1
61,91,34,12,1
62,98,11,16,1
29,13,58,42,0
21,73,56,61,1
15,33,45,65,0
65,13,14,95,0
32,10,47,56,1
14,90,39,91,1
48,8,9,53,0
15,13,39,49,0
25,48,9,11,0
21,51,95,95,1
42,43,43,90,0
48,44,33,22,0
64,31,48,64,0
99,29,63,57,1
34,3,25,37,0
86,34,80,87,1
43,72,45,86,1
54,3,1,29,0
11,11,76,52,0
17,19,63,99,1
28,66,48,75,1
34,87,16,88,1
93,98,56,95,1
26,49,67,29,0
84,100,7,74,1
86,80,57,2,0
74,24,33,3,0
77,73,10,52,0
46,4,69,14,1
52,88,33,96,1
2,30,35,67,0
71,34,24,95,0
59,4,1,88,0
62,73,42,91,1
42,90,15,39,0
76,45,32,36,0
49,54,73,42,1
10,94,96,89,1
89,89,45,55,1
43,21,64,0,0
14,53,95,91,0
82,57,26,34,1
74,84,100,36,1
40,74,23,29,0
15,52,91,27,0
20,54,35,93,0
62,91,11,87,0
5,6,11,56,1
71,13,16,87,0
36,81,83,43,1
9,94,94,30,1
34,99,72,38,1
11,89,36,22,0
81,31,40,91,1
19,100,69,25,0
61,21,86,68,0
91,45,51,84,1
71,15,84,26,1
17,53,41,48,0
58,91,60,12,0
43,66,71,16,0
93,8,67,59,0
86,66,76,35,1
92,0,62,93,1
14,53,15,9,0
51,32,32,48,0
10,13,74,64,1
97,73,58,46,1
22,93,98,38,0
62,27,93,98,1
69,83,97,43,0
23,30,63,92,0
37,71,86,93,1
0,7,60,71,0
15,80,18,43,1
42,12,20,11,0
93,98,71,3,1
20,96,21,51,0
74,7,78,52,0
52,93,2,18,0
46,92,26,70,0
73,82,46,58,1
39,51,97,85,1
13,98,91,0,0
24,87,95,60,1
96,95,75,2,1
31,62,66,99,1
80,65,96,93,1
91,90,97,55,1
74,28,21,4,0
96,90,4,73,0
65,30,34,64,1
19,86,88,88,1
92,38,69,56,0
87,22,78,52,1
60,36,86,34,0
50,40,56,17,0
50,46,86,35,1
76,65,20,64,1
75,34,63,61,1
0,5,24,39,0
16,96,19,7,0
22,50,78,28,1
16,95,49,84,0
32,44,21,47,0
28,30,1,78,0
97,4,59,96,1
33,99,97,5,0
29,42,11,55,0
18,82,19,34,0
95,61,47,15,1
90,71,25,61,1
73,75,3,7,0
45,26,51,92,0
52,76,26,24,1
55,29,27,33,1
68,45,89,51,1
98,66,29,59,1
100,28,63,86,1
43,96,74,26,1
29,29,91,60,0
93,89,91,6,1
88,74,39,18,0
32,4,26,95,0
34,25,24,29,0
25,87,15,80,0
65,26,68,35,1
81,98,10,16,1
62,70,80,1,1
28,56,12,75,0
90,82,80,47,1
87,86,14,61,0
73,84,49,69,1
83,80,49,37,1
90,45,39,38,0
88,18,12,47,0
89,69,28,59,1
20,55,37,3,0
91,18,80,57,1
77,54,66,67,1
26,33,92,16,0
71,27,81,73,1
77,58,78,77,1
86,86,66,27,1
10,88,47,2,0
12,76,65,47,0
86,53,44,46,0
87,87,93,3,1
1,50,55,55,0
